y_test_pred,y_test_pred_rounded,y_test
3.3085074,3.0,2
3.703414,4.0,3
3.500169,4.0,5
3.8470154,4.0,4
3.6737344,4.0,3
3.5299323,4.0,4
3.5918157,4.0,4
3.7889051,4.0,3
3.4061613,3.0,3
3.3695428,3.0,5
3.3878174,3.0,5
3.889838,4.0,5
3.4914663,3.0,4
3.615604,4.0,4
3.436847,3.0,4
3.3485951,3.0,5
3.6155686,4.0,3
3.20467,3.0,2
3.8435206,4.0,5
3.4951363,3.0,4
3.538904,4.0,4
3.0102437,3.0,2
3.722175,4.0,3
3.4375165,3.0,4
3.9082713,4.0,3
3.6076458,4.0,2
3.4174206,3.0,4
3.5336344,4.0,5
3.7339203,4.0,4
3.622306,4.0,5
3.4347174,3.0,4
3.420842,3.0,4
3.761603,4.0,4
3.6253333,4.0,2
3.302116,3.0,5
3.5844517,4.0,2
4.018699,4.0,4
3.452369,3.0,3
3.6282384,4.0,4
3.4203215,3.0,5
2.9136527,3.0,1
3.9759686,4.0,3
3.6193643,4.0,3
3.6192222,4.0,4
3.5579636,4.0,3
3.1703038,3.0,1
3.4485273,3.0,3
3.1188564,3.0,4
3.3473616,3.0,5
4.1714344,4.0,4
3.644666,4.0,4
3.6374495,4.0,4
3.403758,3.0,3
3.4890468,3.0,3
3.699545,4.0,4
3.5312502,4.0,4
3.4375858,3.0,4
3.6815524,4.0,5
3.597576,4.0,4
3.3610222,3.0,5
3.1521385,3.0,2
4.03873,4.0,4
3.3984807,3.0,5
3.6117735,4.0,2
3.473741,3.0,3
3.2361019,3.0,1
3.510203,4.0,3
3.6740663,4.0,1
3.0982425,3.0,5
3.6381607,4.0,5
3.6218479,4.0,3
3.7399302,4.0,5
3.4319513,3.0,5
3.3339546,3.0,3
3.6186256,4.0,2
3.3115375,3.0,5
3.808301,4.0,5
3.5091076,4.0,3
3.4841025,3.0,4
3.457842,3.0,4
3.2881992,3.0,3
3.602243,4.0,4
3.6177957,4.0,4
3.8212185,4.0,3
3.3401315,3.0,4
3.4586687,3.0,3
3.403758,3.0,4
4.027451,4.0,5
3.7231884,4.0,3
3.592624,4.0,4
3.7041101,4.0,2
3.7106948,4.0,2
3.2415698,3.0,2
3.6374495,4.0,4
3.4318707,3.0,4
3.5091136,4.0,4
3.6805687,4.0,3
3.3501093,3.0,4
3.569591,4.0,2
3.8229709,4.0,5
3.4497168,3.0,4
3.7444985,4.0,5
3.0844696,3.0,1
3.745366,4.0,2
3.4536407,3.0,5
3.1952062,3.0,5
3.8794284,4.0,2
3.6272612,4.0,4
3.777428,4.0,4
4.066505,4.0,3
3.433342,3.0,5
3.4719582,3.0,3
3.7121787,4.0,3
3.4071715,3.0,4
3.586022,4.0,5
3.4255722,3.0,3
3.5737653,4.0,4
3.7801287,4.0,4
3.4601347,3.0,4
3.4955394,3.0,5
3.3267074,3.0,1
3.4992142,3.0,4
3.607111,4.0,5
3.5862873,4.0,4
3.8101141,4.0,3
3.5206382,4.0,4
3.500795,4.0,4
3.6513731,4.0,5
3.492086,3.0,5
3.6058245,4.0,2
3.8501215,4.0,3
3.3400404,3.0,5
3.7206306,4.0,3
3.4355106,3.0,1
3.865269,4.0,4
3.3428707,3.0,2
3.7845285,4.0,4
3.5055597,4.0,3
3.8101141,4.0,4
3.683012,4.0,1
3.5705528,4.0,5
3.5010486,4.0,4
3.7356048,4.0,3
3.9755692,4.0,5
3.7382755,4.0,1
3.3069553,3.0,3
3.6636503,4.0,4
3.4426262,3.0,3
3.503107,4.0,1
3.531673,4.0,5
3.3683279,3.0,3
3.4752963,3.0,4
3.6502106,4.0,4
3.457842,3.0,3
3.4616606,3.0,4
3.4174206,3.0,5
3.8378205,4.0,4
3.9426355,4.0,5
3.5091136,4.0,2
3.6171634,4.0,2
3.534878,4.0,4
3.4355106,3.0,2
3.5086093,4.0,2
3.6307182,4.0,2
3.3995676,3.0,3
3.5737653,4.0,4
3.7386105,4.0,5
3.4574008,3.0,3
3.6165607,4.0,4
3.7028308,4.0,2
3.5235612,4.0,4
3.3870778,3.0,4
3.4135487,3.0,5
3.4265537,3.0,5
3.6317465,4.0,4
3.6788542,4.0,2
3.793065,4.0,2
3.4748874,3.0,1
3.5185883,4.0,4
3.3499353,3.0,3
3.4093096,3.0,4
3.3998072,3.0,3
3.9340444,4.0,2
3.5771687,4.0,3
3.3274498,3.0,5
3.497179,3.0,3
3.5454805,4.0,2
3.7394402,4.0,3
3.4586873,3.0,4
3.161287,3.0,3
3.6351748,4.0,3
3.1611917,3.0,4
3.8602095,4.0,5
3.9759169,4.0,3
3.6044538,4.0,5
3.3187273,3.0,2
3.4774888,3.0,5
3.656214,4.0,4
3.3926735,3.0,4
3.6595118,4.0,5
3.3862317,3.0,5
3.5063848,4.0,5
3.411437,3.0,3
3.39089,3.0,4
3.7293353,4.0,3
3.762417,4.0,5
3.6670563,4.0,4
3.9162421,4.0,2
3.527347,4.0,3
3.6814473,4.0,4
3.6698105,4.0,1
3.4737887,3.0,3
3.44472,3.0,1
3.8256845,4.0,4
3.5342975,4.0,3
3.3925562,3.0,2
3.7946973,4.0,1
2.8285835,3.0,5
3.5335894,4.0,4
2.8276007,3.0,1
3.2983935,3.0,4
3.8501215,4.0,4
3.6740663,4.0,2
3.4692378,3.0,4
3.7192643,4.0,4
3.520908,4.0,5
3.9108124,4.0,4
3.5975,4.0,4
3.6112869,4.0,3
3.4009392,3.0,3
3.4024606,3.0,4
3.161287,3.0,3
2.8618252,3.0,2
3.5416694,4.0,4
3.2186174,3.0,4
4.0280266,4.0,5
3.4137053,3.0,2
3.8922467,4.0,1
3.576421,4.0,5
3.9319522,4.0,3
3.6367786,4.0,5
3.5417066,4.0,3
3.487935,3.0,3
3.8094175,4.0,2
3.5635114,4.0,4
3.6434886,4.0,3
3.3346682,3.0,2
3.1435807,3.0,2
3.221418,3.0,3
3.6964133,4.0,3
3.7061837,4.0,4
3.4012408,3.0,2
3.721675,4.0,5
3.3541806,3.0,3
3.5314815,4.0,5
3.268079,3.0,1
3.5732193,4.0,4
3.611546,4.0,1
3.6688154,4.0,3
3.4072857,3.0,3
3.7757993,4.0,3
3.7070043,4.0,4
3.4334137,3.0,5
3.7674112,4.0,4
3.7003086,4.0,5
3.193238,3.0,4
3.3505487,3.0,1
3.4305613,3.0,4
3.427917,3.0,3
3.7396698,4.0,4
3.1898952,3.0,4
3.199483,3.0,4
3.2998135,3.0,3
3.8654118,4.0,3
3.3413565,3.0,4
3.4985988,3.0,2
3.3480713,3.0,1
3.6508768,4.0,5
3.620962,4.0,2
3.6994345,4.0,3
3.200389,3.0,5
3.4523118,3.0,1
3.9842832,4.0,5
3.3267074,3.0,3
3.5212548,4.0,4
2.9569383,3.0,1
3.6788542,4.0,4
3.8242564,4.0,5
3.3362744,3.0,3
3.287516,3.0,2
3.6577044,4.0,4
3.4237707,3.0,5
3.8250308,4.0,4
3.9754674,4.0,5
3.477501,3.0,2
3.4937863,3.0,1
3.644596,4.0,5
3.2354398,3.0,3
3.4071715,3.0,4
3.6058235,4.0,2
3.828851,4.0,5
4.15578,4.0,4
3.579921,4.0,3
3.453177,3.0,4
3.6614563,4.0,4
3.6983438,4.0,3
3.8946795,4.0,5
3.6427326,4.0,5
3.7575865,4.0,4
3.5784998,4.0,4
3.457842,3.0,1
3.3169372,3.0,5
3.4739125,3.0,3
3.7083156,4.0,4
3.1367655,3.0,4
3.9484537,4.0,4
3.8922467,4.0,3
3.2759292,3.0,4
3.4234416,3.0,4
3.3842902,3.0,3
3.3971066,3.0,5
3.7024813,4.0,3
3.509389,4.0,4
3.3325152,3.0,4
3.8181612,4.0,5
2.9676156,3.0,1
3.7228289,4.0,3
3.6160383,4.0,4
3.5086093,4.0,4
3.6403973,4.0,4
3.3225236,3.0,3
3.4092817,3.0,2
3.743679,4.0,3
3.1756668,3.0,3
3.998841,4.0,5
3.3494678,3.0,3
3.3881822,3.0,3
3.3330693,3.0,5
3.3557305,3.0,3
3.8909187,4.0,5
3.7490654,4.0,3
3.2509308,3.0,5
3.3971066,3.0,3
3.4041338,3.0,5
3.7406483,4.0,5
3.4426262,3.0,5
3.5891745,4.0,3
3.4174206,3.0,4
3.2778373,3.0,5
4.1341047,4.0,4
3.2791936,3.0,1
3.3575685,3.0,4
3.6662855,4.0,5
3.4574008,3.0,4
3.3690848,3.0,2
3.3575714,3.0,3
3.588221,4.0,4
3.3961425,3.0,4
3.630865,4.0,2
3.4900534,3.0,4
3.1703038,3.0,4
3.7447329,4.0,2
3.5185883,4.0,4
2.9855213,3.0,4
3.4643078,3.0,1
3.4166858,3.0,5
3.1397703,3.0,2
3.952568,4.0,5
3.4137053,3.0,2
3.8242238,4.0,5
3.7113147,4.0,2
3.6214483,4.0,3
3.2933328,3.0,3
3.534467,4.0,5
3.513623,4.0,4
3.8145974,4.0,5
3.4987764,3.0,4
3.499053,3.0,3
3.4533713,3.0,4
3.4399583,3.0,3
3.5098953,4.0,4
3.6427326,4.0,4
3.297766,3.0,5
3.0588243,3.0,5
3.4570866,3.0,5
3.7565975,4.0,4
4.04051,4.0,5
3.5627506,4.0,2
3.457842,3.0,3
3.4115458,3.0,2
3.4926417,3.0,5
3.450896,3.0,2
3.2969105,3.0,4
3.4009392,3.0,3
3.759082,4.0,4
3.6662855,4.0,3
3.722175,4.0,2
4.081245,4.0,4
3.493421,3.0,4
3.3432684,3.0,3
3.4476666,3.0,5
3.5978417,4.0,5
3.2983935,3.0,4
3.3710017,3.0,1
3.7024813,4.0,3
3.2676775,3.0,5
3.6265376,4.0,2
3.5582879,4.0,3
3.3040082,3.0,3
3.4476666,3.0,4
3.722788,4.0,3
3.7424111,4.0,2
3.8311138,4.0,4
3.0091522,3.0,4
3.681791,4.0,3
3.5864408,4.0,3
3.4676895,3.0,3
3.504848,4.0,4
2.8513708,3.0,4
3.5403125,4.0,3
3.591151,4.0,4
4.005871,4.0,3
3.2882109,3.0,5
3.6262994,4.0,4
3.4185138,3.0,4
3.2089689,3.0,2
3.4921982,3.0,4
3.714926,4.0,4
3.681791,4.0,5
3.621832,4.0,5
3.392534,3.0,4
3.41299,3.0,4
3.466585,3.0,2
3.543592,4.0,4
4.318516,4.0,4
3.9937968,4.0,3
3.498745,3.0,3
3.2894797,3.0,4
4.1167803,4.0,4
3.7007258,4.0,4
3.0955138,3.0,1
3.6160502,4.0,4
3.9867902,4.0,5
3.4992142,3.0,4
3.477501,3.0,4
3.0460231,3.0,1
4.129632,4.0,5
3.1809192,3.0,2
3.7658834,4.0,3
3.975256,4.0,4
3.5241723,4.0,5
3.4752963,3.0,2
3.6336904,4.0,4
3.300878,3.0,1
3.5504057,4.0,2
3.6895933,4.0,2
3.3173776,3.0,4
3.5909922,4.0,5
3.7003086,4.0,5
3.7409317,4.0,3
3.3358085,3.0,3
3.6429691,4.0,5
3.6196399,4.0,3
3.1791396,3.0,3
3.436847,3.0,3
3.411437,3.0,3
3.5494244,4.0,5
3.9573119,4.0,3
3.498745,3.0,3
4.138589,4.0,5
3.103317,3.0,3
3.8214993,4.0,5
3.5106645,4.0,4
3.3662305,3.0,5
3.7900076,4.0,3
3.6788542,4.0,5
3.39096,3.0,4
3.7811294,4.0,4
3.5655873,4.0,4
3.872761,4.0,5
3.401754,3.0,3
3.4819617,3.0,5
3.408631,3.0,4
3.6979752,4.0,3
3.5098953,4.0,3
3.5394607,4.0,4
3.4239092,3.0,4
4.00138,4.0,2
3.6199021,4.0,4
3.2169893,3.0,3
3.2899253,3.0,4
3.1938326,3.0,2
3.4601347,3.0,5
3.5526855,4.0,4
3.7356715,4.0,5
3.4666972,3.0,3
3.595094,4.0,5
3.6245713,4.0,2
3.7845285,4.0,5
3.436847,3.0,2
3.705371,4.0,4
3.617174,4.0,5
3.6774266,4.0,4
3.3353298,3.0,5
3.3251681,3.0,4
3.8740275,4.0,3
3.4872122,3.0,4
3.6193643,4.0,3
3.7399302,4.0,4
3.6345918,4.0,4
3.4336884,3.0,4
3.408955,3.0,3
3.8081157,4.0,4
3.440225,3.0,5
3.6374495,4.0,5
3.619303,4.0,4
3.3491673,3.0,2
3.477501,3.0,4
3.6100693,4.0,5
3.8269668,4.0,4
3.40598,3.0,3
3.451806,3.0,5
3.567318,4.0,5
3.3954391,3.0,5
3.6783142,4.0,5
3.4710243,3.0,3
3.014979,3.0,4
3.741034,4.0,3
3.7265687,4.0,3
3.6508768,4.0,3
3.4918697,3.0,1
3.509389,4.0,3
3.477501,3.0,4
3.1970906,3.0,5
3.8011622,4.0,4
3.6171634,4.0,2
3.968411,4.0,5
3.557768,4.0,5
3.4174206,3.0,4
3.7003086,4.0,2
3.7046268,4.0,3
3.5567322,4.0,3
3.6522307,4.0,4
3.606779,4.0,3
3.3491673,3.0,4
3.6502106,4.0,3
3.1994338,3.0,1
3.798352,4.0,5
3.329814,3.0,1
3.616094,4.0,3
3.2037508,3.0,2
3.6489193,4.0,3
3.160951,3.0,3
3.4632883,3.0,2
3.8534992,4.0,5
3.5978417,4.0,5
3.5148394,4.0,4
3.006519,3.0,2
3.3778143,3.0,4
3.337661,3.0,4
3.6704555,4.0,5
3.2004106,3.0,2
3.3945715,3.0,2
3.556509,4.0,4
3.3482213,3.0,3
3.6060412,4.0,4
3.8195643,4.0,5
4.0375733,4.0,4
3.3968265,3.0,4
3.3415089,3.0,4
2.8937838,3.0,5
3.3811126,3.0,2
3.9285479,4.0,4
3.3954911,3.0,3
3.764303,4.0,2
3.825474,4.0,3
3.3619163,3.0,4
3.602243,4.0,5
3.408955,3.0,4
3.4186735,3.0,5
4.199866,4.0,3
3.4266205,3.0,2
3.5217695,4.0,2
3.8722177,4.0,4
3.7416139,4.0,5
3.4071522,3.0,5
3.533032,4.0,3
3.268079,3.0,2
3.395507,3.0,3
3.6160502,4.0,3
3.9305012,4.0,4
3.2198403,3.0,2
3.6427326,4.0,3
3.9158907,4.0,4
3.4833996,3.0,4
3.4831252,3.0,5
3.0808372,3.0,5
3.1009479,3.0,3
3.6911294,4.0,5
3.3447056,3.0,4
3.7808928,4.0,4
3.4574008,3.0,3
3.2833776,3.0,5
3.1698015,3.0,3
3.5844517,4.0,2
3.6788542,4.0,4
3.7135994,4.0,2
3.3709753,3.0,4
3.729751,4.0,5
3.3319535,3.0,3
3.7095218,4.0,4
3.3935413,3.0,3
3.9741817,4.0,4
3.4364934,3.0,3
3.6009226,4.0,3
3.6317465,4.0,3
3.7527518,4.0,4
3.440104,3.0,3
3.8256845,4.0,5
3.9548078,4.0,4
3.860884,4.0,5
3.3862317,3.0,4
3.4104357,3.0,4
3.4608345,3.0,3
3.9078217,4.0,3
3.2891154,3.0,3
3.5183234,4.0,3
3.6972518,4.0,4
3.7078135,4.0,3
3.4059114,3.0,5
3.6237912,4.0,2
3.6018317,4.0,3
3.5038323,4.0,4
3.3191998,3.0,5
3.436847,3.0,5
3.811565,4.0,5
3.739544,4.0,4
3.3878174,3.0,2
3.4672198,3.0,3
3.3680112,3.0,4
3.3503444,3.0,2
3.6249344,4.0,4
4.040851,4.0,5
4.0875335,4.0,4
3.438823,3.0,3
3.8178477,4.0,5
3.562573,4.0,5
3.4192042,3.0,3
3.5880072,4.0,4
3.4491124,3.0,2
3.7042696,4.0,4
3.528662,4.0,4
3.6021621,4.0,4
3.7051187,4.0,3
3.457842,3.0,3
3.602243,4.0,1
3.3605108,3.0,4
3.3637621,3.0,3
3.3926735,3.0,3
3.222709,3.0,1
3.1791396,3.0,3
3.7003086,4.0,4
3.6059153,4.0,3
3.1970906,3.0,3
3.6788542,4.0,4
3.7849445,4.0,1
3.5091136,4.0,4
3.918508,4.0,4
3.7929342,4.0,4
2.982916,3.0,3
3.3968265,3.0,3
3.6194701,4.0,2
3.814403,4.0,5
3.433342,3.0,5
3.0359058,3.0,4
3.558852,4.0,5
3.3654656,3.0,5
3.7823615,4.0,3
3.0020087,3.0,5
3.6356502,4.0,4
3.549848,4.0,5
3.6493583,4.0,2
3.457842,3.0,1
3.2766695,3.0,4
3.3557305,3.0,3
4.06702,4.0,5
3.8580103,4.0,3
3.6374495,4.0,5
3.637375,4.0,5
3.9637277,4.0,5
3.7357583,4.0,3
3.9786806,4.0,5
3.0576437,3.0,1
3.2280667,3.0,4
3.6541076,4.0,3
3.6279347,4.0,5
3.857618,4.0,4
3.4608345,3.0,4
3.7862787,4.0,3
3.477501,3.0,5
3.513902,4.0,3
3.4175084,3.0,2
3.6256688,4.0,3
3.1697457,3.0,3
3.0672946,3.0,4
3.6770203,4.0,4
3.8896413,4.0,5
3.4543934,3.0,4
3.241886,3.0,1
4.2583704,4.0,4
3.477501,3.0,3
3.576151,4.0,2
3.5878239,4.0,4
3.292519,3.0,3
3.743679,4.0,1
3.457842,3.0,4
3.5887678,4.0,2
3.3866444,3.0,1
3.8655539,4.0,2
3.4851534,3.0,5
4.1683702,4.0,5
3.636272,4.0,3
3.3565836,3.0,2
3.3866444,3.0,2
3.7041101,4.0,3
3.6661303,4.0,3
3.4041338,3.0,2
3.192679,3.0,5
3.5220993,4.0,5
3.3542275,3.0,3
3.7402058,4.0,4
3.6701393,4.0,4
3.5274806,4.0,5
3.6414278,4.0,3
2.932396,3.0,1
3.5800374,4.0,3
3.5855339,4.0,4
3.4932957,3.0,4
3.6850433,4.0,4
3.6500125,4.0,4
3.420842,3.0,4
3.889194,4.0,3
3.681791,4.0,5
3.4056144,3.0,3
3.436847,3.0,4
3.6253333,4.0,4
3.8309069,4.0,3
3.7776122,4.0,4
3.745366,4.0,3
3.4041338,3.0,4
3.5037723,4.0,4
3.321912,3.0,4
3.785752,4.0,4
3.4491124,3.0,3
3.4752963,3.0,5
3.6653843,4.0,3
3.410042,3.0,3
3.3362744,3.0,4
3.3691638,3.0,3
3.0659213,3.0,3
3.6307182,4.0,4
3.8932812,4.0,4
3.9598718,4.0,5
3.4484122,3.0,5
3.258474,3.0,3
3.768815,4.0,4
3.6193643,4.0,5
3.6662855,4.0,2
3.8541145,4.0,3
4.039163,4.0,5
3.20202,3.0,3
3.6788542,4.0,5
3.2242124,3.0,2
3.609451,4.0,2
3.546469,4.0,3
4.230972,4.0,4
3.3403087,3.0,3
3.354661,3.0,4
3.7013302,4.0,4
3.9532795,4.0,3
3.4703934,3.0,1
3.6757972,4.0,4
3.7641752,4.0,4
3.5911467,4.0,4
3.6028209,4.0,5
3.3193703,3.0,2
3.5412426,4.0,4
3.495554,3.0,4
3.7289696,4.0,4
3.507368,4.0,3
2.734171,3.0,3
3.5287974,4.0,5
3.919209,4.0,4
3.5091136,4.0,5
3.745366,4.0,3
3.3812716,3.0,1
3.5098953,4.0,5
3.457842,3.0,4
3.4071715,3.0,3
3.8642397,4.0,5
3.3503444,3.0,4
3.3225074,3.0,1
3.436847,3.0,4
3.7305968,4.0,4
3.2039356,3.0,5
3.1770442,3.0,4
3.8690627,4.0,4
3.4689093,3.0,5
4.116331,4.0,4
3.1404753,3.0,4
4.0315447,4.0,3
3.7003086,4.0,5
3.7508206,4.0,5
3.6788542,4.0,3
3.6770203,4.0,5
3.6916027,4.0,2
3.3960867,3.0,3
3.4535675,3.0,2
3.762417,4.0,3
3.747968,4.0,3
3.672922,4.0,1
3.6194701,4.0,4
3.364792,3.0,2
3.3903284,3.0,4
3.421232,3.0,1
3.3243437,3.0,2
3.471757,3.0,3
3.7531557,4.0,4
3.8981767,4.0,5
3.38618,3.0,5
3.5019958,4.0,1
3.4238765,3.0,5
3.2759194,3.0,4
3.5910385,4.0,4
3.5830941,4.0,3
3.7048414,4.0,3
3.2426522,3.0,5
3.6427326,4.0,4
3.5375547,4.0,3
3.459373,3.0,5
2.9312024,3.0,1
3.3330693,3.0,2
3.2451296,3.0,2
3.471455,3.0,3
3.1353316,3.0,4
2.7441275,3.0,3
3.9216619,4.0,2
3.585379,4.0,4
3.4490254,3.0,3
3.3572688,3.0,4
3.4601347,3.0,4
3.6427326,4.0,4
3.7870183,4.0,5
3.3118231,3.0,3
3.4071715,3.0,1
3.8038707,4.0,5
3.5804684,4.0,3
3.176101,3.0,2
3.5454805,4.0,4
3.0223818,3.0,4
3.16239,3.0,2
3.4347174,3.0,4
3.4501827,3.0,2
3.8791876,4.0,5
3.0712354,3.0,3
3.6974893,4.0,5
3.6980946,4.0,2
3.4273784,3.0,4
3.4063725,3.0,3
3.4627483,3.0,4
3.4248347,3.0,4
3.8539011,4.0,4
3.7551017,4.0,4
3.7046268,4.0,4
3.5749106,4.0,4
3.436847,3.0,3
3.6395078,4.0,3
3.6639798,4.0,3
3.681791,4.0,4
3.4138572,3.0,4
3.6575673,4.0,5
3.2878542,3.0,4
3.255113,3.0,4
3.3169372,3.0,3
3.4295442,3.0,4
3.7046268,4.0,4
3.2077427,3.0,2
3.6406107,4.0,5
3.0584445,3.0,3
3.7375307,4.0,4
3.4774342,3.0,3
3.168376,3.0,5
3.6194701,4.0,3
3.5544198,4.0,4
3.435985,3.0,5
3.3539274,3.0,3
3.6653075,4.0,4
3.919209,4.0,4
3.829688,4.0,5
3.6031797,4.0,5
3.5904145,4.0,5
3.6858475,4.0,4
3.4135487,3.0,4
3.3696752,3.0,2
3.0850387,3.0,5
3.4914663,3.0,5
3.3903284,3.0,2
3.6485639,4.0,4
3.4580832,3.0,4
3.4863632,3.0,5
3.5299323,4.0,4
3.4056234,3.0,4
3.370154,3.0,4
3.8209453,4.0,5
3.7067444,4.0,4
3.7003086,4.0,5
3.2221932,3.0,5
3.6160002,4.0,3
3.4230578,3.0,4
3.5086093,4.0,3
3.4032195,3.0,4
3.3499353,3.0,3
3.6526496,4.0,3
3.445831,3.0,3
3.3749037,3.0,3
3.4135487,3.0,4
3.3468647,3.0,2
3.785788,4.0,4
3.9785614,4.0,3
3.2259064,3.0,3
3.6092534,4.0,4
3.8039844,4.0,3
3.5287974,4.0,3
3.6427326,4.0,4
3.8727496,4.0,4
3.4080498,3.0,4
3.3738508,3.0,4
3.3536835,3.0,4
3.5350127,4.0,4
3.542547,4.0,3
3.483592,3.0,4
3.799646,4.0,5
3.3193703,3.0,2
3.5377488,4.0,4
3.7551148,4.0,3
3.5014107,4.0,1
2.8378296,3.0,3
3.1404562,3.0,4
3.534467,4.0,5
4.118246,4.0,3
3.278507,3.0,2
3.7819014,4.0,5
3.9340444,4.0,5
3.6646545,4.0,3
3.4632277,3.0,4
3.6228747,4.0,5
3.5247521,4.0,1
3.9173715,4.0,3
3.6788542,4.0,5
3.918301,4.0,4
3.8042817,4.0,5
3.7651763,4.0,3
3.652696,4.0,1
3.5562468,4.0,5
3.3267074,3.0,3
2.909022,3.0,3
3.9851897,4.0,3
3.777686,4.0,1
3.4071715,3.0,4
3.5983198,4.0,5
3.3079185,3.0,1
3.5064998,4.0,4
3.9396358,4.0,4
3.6772687,4.0,4
3.5998793,4.0,3
3.7161524,4.0,5
3.686871,4.0,3
3.966337,4.0,3
3.1540675,3.0,2
3.4168081,3.0,3
3.6343002,4.0,5
4.142395,4.0,4
3.5331228,4.0,4
3.6636243,4.0,3
3.4452715,3.0,4
3.1719837,3.0,4
3.4687207,3.0,3
3.8469353,4.0,4
3.2759292,3.0,4
3.1970906,3.0,3
3.655159,4.0,5
3.4933987,3.0,4
3.3457053,3.0,4
3.477501,3.0,4
3.7900076,4.0,4
3.4547892,3.0,3
4.0682964,4.0,4
3.7772734,4.0,5
3.225721,3.0,4
3.5582879,4.0,4
3.7582717,4.0,4
3.52431,4.0,3
3.197944,3.0,2
3.4262915,3.0,4
3.9351485,4.0,4
3.9879332,4.0,5
3.580081,4.0,4
3.723983,4.0,5
3.7206306,4.0,4
3.469617,3.0,3
3.8676064,4.0,5
3.655159,4.0,4
3.7071114,4.0,3
3.25348,3.0,4
3.4858196,3.0,5
3.5494244,4.0,3
3.313318,3.0,3
3.975256,4.0,5
3.5817008,4.0,3
3.8364155,4.0,3
3.3691459,3.0,4
3.5726697,4.0,2
3.615604,4.0,4
3.7357583,4.0,4
3.372107,3.0,3
3.4490447,3.0,4
3.709361,4.0,4
3.6658697,4.0,3
3.4117799,3.0,4
3.350678,3.0,4
3.1497736,3.0,3
3.6060412,4.0,3
3.4248588,3.0,4
3.220558,3.0,3
3.5965807,4.0,4
2.9933937,3.0,5
3.2039356,3.0,2
3.8787856,4.0,3
3.1791396,3.0,1
3.8510923,4.0,5
3.5364916,4.0,3
3.19065,3.0,3
3.722788,4.0,5
3.6282384,4.0,3
3.517824,4.0,3
3.4433513,3.0,4
3.3277767,3.0,1
3.539649,4.0,5
3.6985912,4.0,5
3.7281418,4.0,4
3.3507237,3.0,3
3.7003086,4.0,2
4.0907946,4.0,4
4.003853,4.0,2
3.6072755,4.0,5
3.1618404,3.0,4
3.8016124,4.0,4
3.3265367,3.0,3
3.9304612,4.0,2
3.4381092,3.0,4
3.611456,4.0,5
4.152264,4.0,5
3.8359156,4.0,4
3.534868,4.0,3
3.2169893,3.0,5
3.6794147,4.0,4
3.8965425,4.0,4
3.762417,4.0,3
3.3884583,3.0,3
3.6436367,4.0,2
3.103317,3.0,4
3.6371212,4.0,5
3.5451975,4.0,4
3.4476666,3.0,4
4.002547,4.0,4
3.1791396,3.0,3
3.4243357,3.0,4
3.6596491,4.0,3
3.2173097,3.0,1
2.9632568,3.0,4
3.378971,3.0,1
3.4950783,3.0,3
3.5454805,4.0,2
3.5206382,4.0,5
3.5906792,4.0,4
3.3971066,3.0,3
3.20623,3.0,5
3.974618,4.0,4
3.5689054,4.0,3
3.1827478,3.0,3
3.3169372,3.0,3
3.4488842,3.0,5
3.5055597,4.0,3
2.7499657,3.0,4
3.4417896,3.0,5
3.7761893,4.0,4
3.5787544,4.0,4
3.5847526,4.0,1
3.8435206,4.0,4
3.6123257,4.0,4
3.457445,3.0,4
3.7682922,4.0,4
3.170999,3.0,1
4.0298223,4.0,3
3.556509,4.0,5
3.578683,4.0,4
3.0822651,3.0,3
3.4113774,3.0,5
2.963498,3.0,3
3.1791396,3.0,3
3.5038483,4.0,5
3.8559082,4.0,3
3.4012408,3.0,4
3.799779,4.0,3
3.7051187,4.0,5
3.7289696,4.0,4
3.6434598,4.0,4
3.212141,3.0,1
3.1923347,3.0,1
3.5362687,4.0,4
3.7330368,4.0,5
3.7367513,4.0,4
3.8783398,4.0,4
3.490033,3.0,2
3.0067093,3.0,1
3.5742292,4.0,2
3.248347,3.0,4
3.6595154,4.0,3
3.5376124,4.0,3
3.3857012,3.0,4
3.4772453,3.0,2
3.5229988,4.0,4
3.3517213,3.0,3
3.4329693,3.0,2
3.1171312,3.0,3
3.4685807,3.0,4
3.4248588,3.0,3
3.5219486,4.0,3
3.378462,3.0,4
3.4057693,3.0,4
3.457842,3.0,4
4.098645,4.0,5
3.75331,4.0,3
4.1110106,4.0,3
3.72357,4.0,2
3.4239285,3.0,2
3.6089048,4.0,5
3.40351,3.0,5
3.2283294,3.0,1
3.7840805,4.0,4
3.6082742,4.0,4
3.4071715,3.0,3
3.6193924,4.0,4
3.337661,3.0,5
3.8107135,4.0,5
3.133521,3.0,4
3.179625,3.0,5
3.6145756,4.0,5
3.240112,3.0,3
3.5010486,4.0,5
3.45797,3.0,1
3.357375,3.0,5
3.2878737,3.0,5
4.0626125,4.0,5
3.5839105,4.0,3
3.804689,4.0,5
3.4387217,3.0,5
3.681791,4.0,3
3.492114,3.0,4
3.4775712,3.0,2
3.1397703,3.0,1
3.595094,4.0,3
3.7994664,4.0,3
3.3693206,3.0,4
3.578544,4.0,1
3.4601946,3.0,2
3.5016336,4.0,5
3.5217695,4.0,3
3.5313735,4.0,3
3.411437,3.0,2
3.6021621,4.0,5
3.647404,4.0,4
4.057434,4.0,5
3.3212047,3.0,4
3.457842,3.0,2
3.471757,3.0,1
3.7840805,4.0,5
3.2016952,3.0,4
3.2172518,3.0,1
3.6662855,4.0,3
